businesses__id,businesses__alias,businesses__name,businesses__image_url,businesses__is_closed,businesses__url,businesses__review_count,businesses__rating,businesses__coordinates__latitude,businesses__coordinates__longitude,businesses__transactions__001,businesses__transactions__002,businesses__price,businesses__location__address1,businesses__location__address2,businesses__location__address3,businesses__location__city,businesses__location__city__cleaned,businesses__location__zip_code,businesses__location__country,businesses__location__state,businesses__location__display_address__001,businesses__location__display_address__002,businesses__location__display_address__003,businesses__location__display_address__004,businesses__phone,businesses__display_phone,businesses__distance,total,region__center__longitude,region__center__latitude
TleuT1IPIZJYKUoA4RhJBw,tealicious-express-sunnyside,Tealicious Express,https://s3-media1.fl.yelpcdn.com/bphoto/mQRAfMmXZVfD-qRnfmurDg/o.jpg,FALSE,https://www.yelp.com/biz/tealicious-express-sunnyside?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,30,4,40.7435212,-73.924542,,,$,39-48B Queens Blvd,,,Sunnyside,New York,11104,US,NY,39-48B Queens Blvd,"Sunnyside, NY 11104",,,+17183838286,(718) 383-8286,6924.962095,,,
-KUrdPCD-c98kALsuOoQ7A,hawa-smoothie-and-juice-brooklyn,Hawa Smoothie And Juice,https://s3-media2.fl.yelpcdn.com/bphoto/r6zGpfnLG2S8UXDWtKTi6Q/o.jpg,FALSE,https://www.yelp.com/biz/hawa-smoothie-and-juice-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,19,4.5,40.66958832,-73.97937777,,,$,244 7th Ave,,,Brooklyn,New York,11215,US,NY,244 7th Ave,"Brooklyn, NY 11215",,,+13475294461,(347) 529-4461,3031.230211,,,
o2_xmei3lW4pApuAkQlJmQ,woodside-rainbow-bakery-woodside,Woodside Rainbow Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/5Cnc_0wf5UOKrHs88BcekA/o.jpg,FALSE,https://www.yelp.com/biz/woodside-rainbow-bakery-woodside?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,17,4,40.7453041,-73.9031929,,,$,39-61 61st St,,null,Woodside,New York,11377,US,NY,39-61 61st St,"Woodside, NY 11377",,,+17187797988,(718) 779-7988,8352.675193,,,
nKD9Mf13thEZYTNIY45qhA,arnor-crepes-and-bubble-tea-bensonhurst,Arnor Crepes & Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/U7TMF1CQ4Qijap3P2Uy4GA/o.jpg,FALSE,https://www.yelp.com/biz/arnor-crepes-and-bubble-tea-bensonhurst?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,107,4,40.61044881,-73.98393019,,,$,1425 W 10th St,,,Bensonhurst,New York,11204,US,NY,1425 W 10th St,"Bensonhurst, NY 11204",,,+13475548733,(347) 554-8733,9611.414028,,,
Ia-SyBaQ-9m02gqDw0XCnw,mumu-tea-new-york,MuMu tea,https://s3-media4.fl.yelpcdn.com/bphoto/9WgZ_XOtRwtcHW1slPu9WA/o.jpg,FALSE,https://www.yelp.com/biz/mumu-tea-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,11,4.5,40.7305,-73.99307,,,$,60 E 8th St,,null,New York,New York,10003,US,NY,60 E 8th St,"New York, NY 10003",,,,,3933.463197,,,
4wtYn8dlYUQK0sDXSZ6o6w,uncle-drink-astoria-2,Uncle Drink,https://s3-media1.fl.yelpcdn.com/bphoto/O7RggMvaDW1wcn5eJvELzQ/o.jpg,FALSE,https://www.yelp.com/biz/uncle-drink-astoria-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,30,3.5,40.75732309,-73.92022605,,,$,32-55 Steinway St,,,Astoria,New York,11103,US,NY,32-55 Steinway St,"Astoria, NY 11103",,,+16465159688,(646) 515-9688,8349.500774,,,
XK7WxFNCbaRAvVZRQTNneg,coco-fresh-tea-and-juice-brooklyn-5,CoCo Fresh Tea & Juice,https://s3-media1.fl.yelpcdn.com/bphoto/hb1Y4qKJtC_dgRfWcTIM8A/o.jpg,FALSE,https://www.yelp.com/biz/coco-fresh-tea-and-juice-brooklyn-5?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,17,4.5,40.71669378,-73.95917606,delivery,pickup,$,218 Bedford Ave,Store 1M,null,Brooklyn,New York,11249,US,NY,218 Bedford Ave,Store 1M,"Brooklyn, NY 11249",,+13476894674,(347) 689-4674,2765.862679,,,
_LY4GVF3GGAQloMI2WZLKA,the-big-straw-jersey-city-3,The Big Straw,https://s3-media4.fl.yelpcdn.com/bphoto/90K8L27h_rAoHUfe6MnDkg/o.jpg,FALSE,https://www.yelp.com/biz/the-big-straw-jersey-city-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,86,4,40.7220104,-74.0463511,,,$,276 First St,,,Jersey City,New York,7302,US,NJ,276 First St,"Jersey City, NJ 07302",,,+12016760474,(201) 676-0474,6340.675882,,,
qCZ2lxn1TT-ZJvEYoYfbfQ,caffé-bene-jersey-city,Caffé bene,https://s3-media3.fl.yelpcdn.com/bphoto/TCX5SANizgRUP_YZvcaPMw/o.jpg,FALSE,https://www.yelp.com/biz/caff%C3%A9-bene-jersey-city?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,86,3.5,40.71467,-74.03465,,,$$,77 Hudson St,,,Jersey City,New York,7302,US,NJ,77 Hudson St,"Jersey City, NJ 07302",,,+12013328148,(201) 332-8148,5118.260264,,,
k4vjHGo_i8d5RuD1CYjNcA,momochai-woodside-3,Momochai,https://s3-media2.fl.yelpcdn.com/bphoto/oCvnDtXXnpPSAKL_Z9UrkQ/o.jpg,FALSE,https://www.yelp.com/biz/momochai-woodside-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,32,3.5,40.74575535,-73.90703817,,,$,57-16 Woodside Ave,,,Woodside,New York,11377,US,NY,57-16 Woodside Ave,"Woodside, NY 11377",,,+13477306089,(347) 730-6089,8141.374753,,,
5szV881UpTVanupbVHdgGA,jupioca-brooklyn,Jupioca,https://s3-media3.fl.yelpcdn.com/bphoto/yUhTjIgdkRMBWVkVI5EZdA/o.jpg,FALSE,https://www.yelp.com/biz/jupioca-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,15,4.5,40.69989014,-73.91217804,,,$,278 Wyckoff Ave,,null,Brooklyn,New York,11237,US,NY,278 Wyckoff Ave,"Brooklyn, NY 11237",,,+13474619150,(347) 461-9150,5634.244279,,,
MaQKuCNVcIeQkJTy1XVQSA,kung-fu-tea-new-york-21,Kung Fu Tea,https://s3-media1.fl.yelpcdn.com/bphoto/_s18AaMNpdcELFzXfI2JFw/o.jpg,FALSE,https://www.yelp.com/biz/kung-fu-tea-new-york-21?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,23,4,40.71694,-74.01052,,,$,315 Greenwich St,,null,New York,New York,10013,US,NY,315 Greenwich St,"New York, NY 10013",,,+19174727790,(917) 472-7790,3484.742444,,,
1h14NZ5OYv8ugIuk0I5J3A,babo-teahouse-jersey-city,Babo Teahouse,https://s3-media3.fl.yelpcdn.com/bphoto/LHU27yoN1ph8eBFl9zZyOQ/o.jpg,FALSE,https://www.yelp.com/biz/babo-teahouse-jersey-city?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,217,3,40.7266183,-74.03202814,,,$,10 River Dr S,,,Jersey City,New York,7310,US,NJ,10 River Dr S,"Jersey City, NJ 07310",,,+12016266006,(201) 626-6006,5573.407231,,,
jxzBjnWg1SRMC8eERbE7LA,jupioca-new-york-10,Jupioca,https://s3-media2.fl.yelpcdn.com/bphoto/5D07zj0rmGp4cjkQHQm8aQ/o.jpg,FALSE,https://www.yelp.com/biz/jupioca-new-york-10?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,30,4,40.77038,-73.95142,delivery,pickup,$,1457 York Ave,,null,New York,New York,10075,US,NY,1457 York Ave,"New York, NY 10075",,,,,8502.333041,,,
VNuDJ0JDBPA63zpkpd4EZg,bobamosa-new-york-2,BobaMosa,https://s3-media4.fl.yelpcdn.com/bphoto/UFbNLLSscdVFYiRCje0tjw/o.jpg,FALSE,https://www.yelp.com/biz/bobamosa-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,35,3,40.784961,-73.956123,delivery,pickup,$$,1300 Madison Ave,,null,New York,New York,10128,US,NY,1300 Madison Ave,"New York, NY 10128",,,+19293026161,(929) 302-6161,9988.362152,,,
hX7EZ8z_vrcnGjZ36laJNQ,tornado-crepe-jackson-heights,Tornado Crepe,https://s3-media3.fl.yelpcdn.com/bphoto/EEx63YE-3ndYJLBXqVSwdg/o.jpg,FALSE,https://www.yelp.com/biz/tornado-crepe-jackson-heights?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,14,4.5,40.7478046,-73.8799045,delivery,pickup,,86-10 Suite 10,Ste 10,null,Jackson Heights,New York,11372,US,NY,86-10 Suite 10,Ste 10,"Jackson Heights, NY 11372",,+13473792692,(347) 379-2692,10086.03625,,,
htfDg7GkwP-DK_IQ6pv-jg,yaya-tea-garden-gravesend-2,Yaya Tea Garden,https://s3-media4.fl.yelpcdn.com/bphoto/a9ufjIBrYj3AjpDk_1Bj9g/o.jpg,FALSE,https://www.yelp.com/biz/yaya-tea-garden-gravesend-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,151,3.5,40.600059,-73.991241,pickup,,$,2320 86th St,,,Gravesend,New York,11214,US,NY,2320 86th St,"Gravesend, NY 11214",,,+17183339292,(718) 333-9292,10808.40276,,,
qESSBeJR53UQj_gbKAkFxA,jupioca-new-york-9,Jupioca,https://s3-media2.fl.yelpcdn.com/bphoto/C8_K1AunYyy1Xa9xSSkvrA/o.jpg,FALSE,https://www.yelp.com/biz/jupioca-new-york-9?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,17,4,40.7093735,-74.00811732,,,$,39 John St,,,New York,New York,10038,US,NY,39 John St,"New York, NY 10038",,,+19179810388,(917) 981-0388,2840.386354,,,
xKscjvRpp05aAJkPP507cw,harmony-new-york-4,Harmony,https://s3-media2.fl.yelpcdn.com/bphoto/_tNpz7Q7n0yLfMpma5J0sQ/o.jpg,FALSE,https://www.yelp.com/biz/harmony-new-york-4?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,47,3,40.805328,-73.956306,delivery,,$$,390 Manhattan Ave,,,New York,New York,10026,US,NY,390 Manhattan Ave,"New York, NY 10026",,,+12122220827,(212) 222-0827,12216.17974,,,
jcXThd-iuA2YsSyCoAtywQ,drink-tea-brooklyn,Drink Tea,https://s3-media3.fl.yelpcdn.com/bphoto/mlEC7Z5gvyBxBylujxYw7Q/o.jpg,FALSE,https://www.yelp.com/biz/drink-tea-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,26,3.5,40.642509,-74.00248,,,$,4722 8th Ave,null,,Brooklyn,New York,11220,US,NY,4722 8th Ave,"Brooklyn, NY 11220",,,+13476894589,(347) 689-4589,6357.970835,,,
cACaqFsTYJXvi6CHZjbKiQ,pokezone-one-new-york-2,PokeZone One,https://s3-media1.fl.yelpcdn.com/bphoto/O3MYu777E4pydmypp2PDrQ/o.jpg,FALSE,https://www.yelp.com/biz/pokezone-one-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,35,3.5,40.74083,-73.98347,delivery,pickup,$$,61 Lexington Ave,Unit D,null,New York,New York,10010,US,NY,61 Lexington Ave,Unit D,"New York, NY 10010",,+16466924078,(646) 692-4078,4913.440083,,,
xIS10vUCI-za3UdYX8N1bw,teadora-brooklyn,Teadora,https://s3-media2.fl.yelpcdn.com/bphoto/qR7NOg_fsVJCxZnvWzrWtA/o.jpg,FALSE,https://www.yelp.com/biz/teadora-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,20,4,40.62975,-74.00997,,,$,6609 Fort Hamilton Pkwy,,null,Brooklyn,New York,11219,US,NY,6609 Fort Hamilton Pkwy,"Brooklyn, NY 11219",,,+17182382828,(718) 238-2828,7904.318377,,,
htCnJ6qpWuL_EniV9otCtw,crepe-meets-bubble-tea-brooklyn,Crepe Meets Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/F2mWFZ7eTbVKAXpKzA7Klw/o.jpg,FALSE,https://www.yelp.com/biz/crepe-meets-bubble-tea-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,15,4,40.6707167,-73.9845632,delivery,pickup,$,348 6th St,,null,Brooklyn,New York,11215,US,NY,348 6th St,"Brooklyn, NY 11215",,,+13479873992,(347) 987-3992,2937.798856,,,
r1JdJ_LF2S2iBZ-r1g5yzg,panda-bubble-tea-new-york,Panda Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/SVuSac8DwZ0GkW2dR7XtQQ/o.jpg,FALSE,https://www.yelp.com/biz/panda-bubble-tea-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,26,4,40.76507568,-73.98506927,pickup,delivery,$,1000 S 8th Ave,Store 29,,New York,New York,10019,US,NY,1000 S 8th Ave,Store 29,"New York, NY 10019",,+12129699688,(212) 969-9688,7981.002196,,,
ePZjA9S2xD6ZKpTfaH3Irg,gong-cha-brooklyn,Gong Cha,https://s3-media4.fl.yelpcdn.com/bphoto/Ck83Pm9GghS2JJd16VMsDw/o.jpg,FALSE,https://www.yelp.com/biz/gong-cha-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,16,4,40.691482,-73.986487,delivery,pickup,$,156 Lawrence St,null,,Brooklyn,New York,11201,US,NY,156 Lawrence St,"Brooklyn, NY 11201",,,+19179091207,(917) 909-1207,872.764033,,,
DNQl-DCghwqV6Lqn-D3pew,happy-lemon-brooklyn,Happy Lemon,https://s3-media3.fl.yelpcdn.com/bphoto/unlfBAtBxXfWzDTnyi7Vwg/o.jpg,FALSE,https://www.yelp.com/biz/happy-lemon-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,21,3.5,40.6369899,-74.0076979,,,$,5701 8th Ave,Ste A,null,Brooklyn,New York,11220,US,NY,5701 8th Ave,Ste A,"Brooklyn, NY 11220",,+13476892950,(347) 689-2950,7081.068558,,,
Mtc8d_QcpnQFKKsg5xXeLA,vivi-bubble-tea-bensonhurst-3,ViVi Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/Rr-kynzanO_8idMQ3tHbsQ/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-bensonhurst-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,74,4,40.61214258,-73.9831835,,,$,6731 Bay Pkwy,,,Bensonhurst,New York,11204,US,NY,6731 Bay Pkwy,"Bensonhurst, NY 11204",,,+19179339978,(917) 933-9978,9420.624293,,,
xuc4XCx5Af-nOgQtRtYVoA,mr-wish-brooklyn-2,Mr.Wish,https://s3-media2.fl.yelpcdn.com/bphoto/xuFOcdtDTQAOrjRhEF3taA/o.jpg,FALSE,https://www.yelp.com/biz/mr-wish-brooklyn-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,13,4.5,40.67995386,-73.97809367,,,$,86 5th Ave,,null,Brooklyn,New York,11217,US,NY,86 5th Ave,"Brooklyn, NY 11217",,,+19172169689,(917) 216-9689,1874.510852,,,
RFUkzSRpLt4p1PgZYxGkLg,long-wong-bakery-brooklyn,Long Wong Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/gLQ86W0swgxcu6yJ-bqODA/o.jpg,FALSE,https://www.yelp.com/biz/long-wong-bakery-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,23,3,40.605004,-73.980778,,,$,264 Kings Hwy,null,null,Brooklyn,New York,11223,US,NY,264 Kings Hwy,"Brooklyn, NY 11223",,,+17183331389,(718) 333-1389,10209.75483,,,
ztTcT8KmnKtMtcCdFRBO4w,gong-cha-brooklyn-2,Gong Cha,https://s3-media1.fl.yelpcdn.com/bphoto/RKjAVIP4_-eey7NJ31jBlg/o.jpg,FALSE,https://www.yelp.com/biz/gong-cha-brooklyn-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,7,4,40.63664,-74.00815,,,$,5723 8th Ave,,null,Brooklyn,New York,11220,US,NY,5723 8th Ave,"Brooklyn, NY 11220",,,+19293970004,(929) 397-0004,7133.92209,,,
xW_i7UqJYvk4OURnq6DltA,vivi-bubble-tea-new-york-21,Vivi Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/336hHdve8sienN-FOpLAmw/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-new-york-21?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,9,4.5,40.645166,-74.010664,,,$,5002 5th Ave,,,New York,New York,11220,US,NY,5002 5th Ave,"New York, NY 11220",,,,,6337.636538,,,
EkUNTfImEwfeThQ8w2Iw4w,tbaar-ridgewood,TBaar,https://s3-media3.fl.yelpcdn.com/bphoto/mDRbNZa8XPAp8nKoFt7Vqw/o.jpg,FALSE,https://www.yelp.com/biz/tbaar-ridgewood?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,22,3,40.700161,-73.911223,,,$,1578 Gates Ave,,,Ridgewood,New York,11385,US,NY,1578 Gates Ave,"Ridgewood, NY 11385",,,,,5696.194982,,,
ONJ5HOyutmVdpEpZDuQeZQ,lee-lee-sunset-park,Lee Lee,https://s3-media3.fl.yelpcdn.com/bphoto/rlplYD-KgDt0CKVbl2VF5A/o.jpg,FALSE,https://www.yelp.com/biz/lee-lee-sunset-park?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,19,4,40.64094543,-74.01504517,,,$,5718 5th Ave,,,Sunset Park,New York,11220,US,NY,5718 5th Ave,"Sunset Park, NY 11220",,,+17187654218,(718) 765-4218,6918.784827,,,
L5dPewlTmV-FntJdJ71m1g,vivi-bubble-tea-new-york-34,Vivi Bubble Tea,https://s3-media1.fl.yelpcdn.com/bphoto/id3KXahbAWx1MfTBtQSznQ/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-new-york-34?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,14,4,40.76722,-73.95918,,,$,1324 2nd Ave,,null,New York,New York,10021,US,NY,1324 2nd Ave,"New York, NY 10021",,,+16468580710,(646) 858-0710,8004.23834,,,
LZGZgJj7BBxBxkU5O_g-ow,juice-vitality-new-york-2,Juice Vitality,https://s3-media4.fl.yelpcdn.com/bphoto/4PnpH4iaGhGZvN1lSCHJ5Q/o.jpg,FALSE,https://www.yelp.com/biz/juice-vitality-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,6,5,40.704818,-74.012382,,,$$,18 Beaver St,null,,New York,New York,10004,US,NY,18 Beaver St,"New York, NY 10004",,,+19176059105,(917) 605-9105,2962.530585,,,
m99PWvT1J6IiLqljYjGv1g,vivi-bubble-tea-new-york-42,Vivi Bubble tea,https://s3-media4.fl.yelpcdn.com/bphoto/d-cpLsJ_uQGHCUNvkhgg9g/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-new-york-42?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,6,4,40.7480199,-73.98886,,,$,878 6th Ave,Fl 1,,New York,New York,10001,US,NY,878 6th Ave,Fl 1,"New York, NY 10001",,+13473486390,(347) 348-6390,5753.411862,,,
t3Vqhv57cow4LeVqTy-3Ug,newkirk-fruit-flatbush-ditmas-park,Newkirk Fruit,https://s3-media1.fl.yelpcdn.com/bphoto/Js6i59QXJuCuH9ve2QWxjQ/o.jpg,FALSE,https://www.yelp.com/biz/newkirk-fruit-flatbush-ditmas-park?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,19,4.5,40.6354599,-73.9626007,,,$,17 Newkirk Plz,,,Flatbush - Ditmas Park,New York,11226,US,NY,17 Newkirk Plz,"Flatbush - Ditmas Park, NY 11226",,,+13476631556,(347) 663-1556,7024.407354,,,
zP0-toOSIjp7RvxQF2bxTg,bk-express-downtown-brooklyn,BK Express,https://s3-media2.fl.yelpcdn.com/bphoto/7_QLWgP74VqS5aU7t4Kt9g/o.jpg,FALSE,https://www.yelp.com/biz/bk-express-downtown-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,22,3,40.69213,-73.98681,delivery,pickup,$,52 Willoughby St,,,Downtown Brooklyn,New York,11201,US,NY,52 Willoughby St,"Downtown Brooklyn, NY 11201",,,+17186437777,(718) 643-7777,854.1789646,,,
6DsOHfaiVSoMSGORkt5Ifg,taiwan-station-sunset-park-2,Taiwan Station,https://s3-media3.fl.yelpcdn.com/bphoto/78SLHXeiY5hdNAmcIBWN9g/o.jpg,FALSE,https://www.yelp.com/biz/taiwan-station-sunset-park-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,42,3.5,40.639566,-74.009272,delivery,pickup,$,5510 7th Ave,,,Sunset Park,New York,11220,US,NY,5510 7th Ave,"Sunset Park, NY 11220",,,+17184153925,(718) 415-3925,6862.02469,,,
X5c8AaIhvPW3OpMS48R0jg,waffle-and-bubble-union-city-2,Waffle & Bubble,https://s3-media4.fl.yelpcdn.com/bphoto/-dzCRKniBj-a8qPQRQyUCQ/o.jpg,FALSE,https://www.yelp.com/biz/waffle-and-bubble-union-city-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,22,4.5,40.77839279,-74.02499837,delivery,pickup,$$,506 43rd St,null,,Union City,New York,7087,US,NJ,506 43rd St,"Union City, NJ 07087",,,+12014306062,(201) 430-6062,9869.747228,,,
gp82E8zFO2ftc7_VASAADw,cool-fresh-juice-bar-new-york,Cool Fresh Juice Bar,https://s3-media3.fl.yelpcdn.com/bphoto/BfkIDLGlp6ZQe6zjHhAIfQ/o.jpg,FALSE,https://www.yelp.com/biz/cool-fresh-juice-bar-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,5,4.5,40.73155,-74.0013,,,$,333 6th Ave,null,,New York,New York,10014,US,NY,333 6th Ave,"New York, NY 10014",,,+17276875291,(727) 687-5291,4304.500592,,,
fVYEY6lNtx9zYY8JswvAWQ,cornerstone-café-queens-2,Cornerstone Café,https://s3-media1.fl.yelpcdn.com/bphoto/5MhHXmzFFYu-FhXPMBpGqg/o.jpg,FALSE,https://www.yelp.com/biz/cornerstone-caf%C3%A9-queens-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,13,3,40.74495766,-73.90378,,,$,60-15 Woodside Ave,,null,Queens,New York,11377,US,NY,60-15 Woodside Ave,"Queens, NY 11377",,,+17184577285,(718) 457-7285,8290.034097,,,
